id,name
498,let there be a stop sign
499,take the almonds out of the box
500,Have the kids be eating salad instead of pizza
501,Have one kid be drinking from a cup
502,remove the lampshade
503,change the newspaper to a magazine
504,let the flowers be yellow
505,Get rid of the broccoli.
506,let there be avocados
507,What if there is a car on the street?
508,Let the plane emit smoke.
509,make the field muddy.
510,add a geese to the field
511,make the baseball players wear sandals
512,put a piece of pizza in place of the chili dogs
513,Make the table oval.
514,Replace the donuts with meat.
515,Put a forest on the other side of the lake.
516,Could it be a car parked on the grass?
517,Put a tree next to the car.
518,Make it a lion cub instead of a bear.
519,Put a banana on the hand of the woman.
520,Put a manhole next to the girls.
521,Make it yawn.
522,Put a hat on its head.
523,let the women wear business suits
524,let there be statue of liberty at the back
525,let a chihuahua sit near the women
526,What if there is a slice of pizza on the plate?
527,What if there is a piece of pizza on the fork?
528,let the keyboard be black
529,add a teddy bear next to the keyboard
530,add a red web page on the monitor
531,remove all the food and add chess pieces
532,change the American flag to a pirate flag
533,add a clock on the wall
534,let the woman wear black
535,put a woman in the man's place
536,turn the laptop in a piano
537,The bowl should be of rice.
538,Can we have a beef in the other plate?
539,Can we make the plate with the beef red?
540,make a guy dance
541,let a woman hold a bouquet
542,let the man have a long hair
543,Remove the mass of carrots.
544,Change the chopsticks to a fork
545,Change the rice to noodles
546,Replace the car with a motorcycle.
547,Get rid of the label.
548,Make the glass a mug.
549,Remove all the cows but the big one in teh center.
550,Make the cow white.
551,What if the cat is playing with a feeding bottle?
552,What if there is meat balls in the glove?
553,change bananas to mangoes
554,add a cat on the floor
555,add a tray of bread
556,No one should be wearing party hats.
557,Fill the table with books.
558,Let the pizza be not eaten.
559,let the girl cry
560,change the oranges to grapes
561,let the girl hold a rat
562,change the building to a red brick building
563,add a sports car
564,add a balloon in the sky
565,let the man wear aviators
566,make the man eat the pretzel
567,let there be a monastery in the back
568,Make the elephant drink water out of a pond.
569,have a bird sit on top of the street sign
570,Put an apple with the oranges.
571,let a movie play on the computer
572,replace the notebook with a Bible
573,remove the towels
574,put a banana on a sink
575,put a cat on the other sink
576,Have there be pineapple chunks on the pizza
577,Have there be a hand pointing at the pizza
578,Make the corner cabinets white.
579,Have there be a child riding on the horse
580,Let the man drink the wine.
581,Let the man have bare feet.
582,change the polka dots into floral life vest
583,make the dog bark aggressively
584,let the dog wear a pink hat
585,What if the cat was sniffing a lemon?
586,let there be an empty frame
587,change the wooden racket into a spade
588,let there be a leather armchair
589,let a dog sleep on the floor
590,add a clock on the wall
591,replace clothes with food trays
592,Let the man wear a red cap.
593,make the third person wear the mask
594,make them cut a cake
595,make the cat lick his paw
596,let the man wear a suit
597,give a watermelon to that man
598,What if he was holding a book?
599,Have the kid be snowboarding instead of skiing
600,Change the helmet to be pink
601,Give the catcher a black hat.
602,swap the boats for jet skis
603,add a mountain
604,Let the man become skinny.
605,have the person who is standing sit in a chair.
606,put the food in bowls instead of plates
607,add candles to the table
608,Have the cow smoking a cigarette.
609,Let's add a baby elephant in the foreground.
610,let the ties have checkered patterns
611,change the wooden rack into a metallic rack
612,let the background have more shelves and racks
613,let the umbrella be red
614,Add a cockroach on the fries
615,let the planes be fighter jets
616,add a helicopter in the sky
617,add walking pilots
618,let the glass contain red wine
619,let the bowl contain sugar cubes
620,let the plate be a wooden board
621,Let's add a dog on the floor.
622,Let the bear show both paws.
623,Remove one of the sandwiches.
624,Add a bottle of ketchup.
625,Change the map to a poster of a sloth
626,Make the whole thing black.
627,Put a squirrel atop it.
628,Tag up the wall.
629,make the oven clean and empty
630,Let a person stick out from the train.
631,get rid of the chair
632,Have there be a person riding on the bear
633,Have the dessert be decorated with gold on top
634,remove two balls
635,make the racket pink and green
636,Can't it be eggs?
637,It could be ballons on the background.
638,Put a knife next to the balloons and eggs.
639,Bouquets of flowers instead of bananas
640,Let's put a plane in the sky.
641,the person should be wearing a tank top
642,give the person pajama pants
643,make the person look scared
644,remove the rose painted on the vase
645,Remove the handles.
646,Could it be a fridge on the kitchen?
647,What if there was no lamps at all in the kitchen?
648,Put a bottle of beer on the table.
649,We should put a car next to the cat.
650,Could we make the cat white?
651,Maybe add a pond of water next to the cat.
652,turn the woman into a man
653,swap the man in the suit for a woman
654,replace the glass of beer with a soda glass
655,replace the hot dog with a muffin
656,add a grasshopper
657,change the cat to a skunk
658,let the laptop have a blue screen
659,add a file on the chair
660,What if there is a cup of coffee next to the sandwich?
661,Retract the landing gear.
662,Set the plane on fire.
663,Put some birds above the plane.
664,let the television have a blank screen
665,add a vase
666,Have a child's hand react out towards a tray.
667,let the cat be angry
668,add a moon in the sky
669,let the car be white
670,Add graffiti on the wall
671,Have the bear cub be eating a fish
672,Have the mama bear's mouth be open
673,erase the parking meter but not its pole
674,clean up the counters
675,make a wood burning stove
676,add antlers decoration
677,get rid of the blender
678,get rid of the coffee maker
679,Have someone film him
680,change the table to stairs
681,Have the skateboarder wave to the crowd
682,Replace the cat with a puppy.
683,Place a synthetic dog chew bone next to the puppy.
684,A child should be in the background.
685,add bell peppers to the food
686,add a cockroach on the stove
687,let there be a red kettle next to the food
688,let the white kites be yellow
689,add a dog barking at people
690,add a graffiti wall
691,Have just one bed.
692,let there be bouquets instead of suitcases
693,let the shelf be turned into a china cabinet
694,let the elephant stand inside a pool
695,let the elephant spray water
696,let a man climb the back of the elephant
697,Make the refrigerator a TV.
698,Make the man look into an oven.
699,Make the clock digital.
700,Add some birds atop the building.
701,Let the surfboard be long.
702,Make the bird blue.
703,Have there be blueberries on the waffles
704,Have the baby be shaking a rattle
705,Have the baby be wearing red shoes
706,Have there be a basketball in the basket
707,replace the fork and knife with a cutting knife
708,remove the tomato
709,put a cup of wine on the tray
710,let the shoes be red
711,replace the skateboard with a surfboard
712,add a butterfly
713,Could we make the stove black?
714,Put a white sink on the counter.
715,Put spices on the counter.
716,Let the umbrella turn yellow.
717,Have there be a dollhouse on the table
718,Have there be a girl playing with the dollhouse
719,let the plate contain chinese food
720,replace the remote with a fidget spinner
721,let there be a lizard
722,put a crab over the bar
723,add a person
724,it should be a cat on the floor.
725,Let the old man be replaced by a young man.
726,Let the little kid wear a blue hat.
727,Change the racket to a baseball bat
728,change the location to outside
729,change the table into a grill
730,add a swimming pool
731,remove the glasses of juice and put 2 soda cans
732,replace the vegetables with a burger
733,leave only one computer on the desk
734,replace the computer with a very old one
735,Let the man wear glasses.
736,Have the computer be showing a picture of a mountain
737,Have the laptop be showing a picture of a dog
738,make the cat take the banana out his mouth
739,Put a cow in the truck.
740,Put a patch on the road.
741,Let's add a vase of flowers on the sink.
742,change woman art style to 3d
743,Could it be a truck?
744,Can we have a house next to the truck?
745,Put a forest on the background.
746,add baseball equipment to the back of the vehicle
747,let the vehicle and its door be white
748,add a conifer tree near the vehicle
749,let a shelf contain donuts
750,let a woman reach for food
751,let there be a store board on top
752,Let the mat be square.
753,Have there be a hairdryer on the toilet
754,Have there be a painting of a dog on the wall
755,Replace the yield sign with cotton candy.
756,Remove the stop sign.
757,Have there be a mouse on the produce
758,Have the mouse be wearing a top hat
759,replace the cat with a cat with better resolution
760,add a toy car in front of the cat
761,Remove all the stuff off the fridge.
762,Add a cat in the kitchen.
763,Put a window in the kitchen.
764,Let the girl sit on grass.
765,put a laptop on the counter
766,remove the pots
767,let the horse gallop
768,make the goose open its mouth
769,let the grass have flowers
770,"Change the stop sign to say ""PARE"" on it"
771,Have there be a traffic cone in the street near the sign
772,Have there be a squirrel on the sign's pole
773,Add pieces of sushi to the plate
774,Change the spoon to a fork
775,change the apples to cookies
776,make the table apple themed
777,add a stool
778,make the man smile
779,let the man wear red shirt
780,let the man wear a crown
781,Make the hydrant all red.
782,Put a smiley on the hydrant.
783,Put a frog atop the hydrant.
784,Have there be a stack of books on the toilet
785,Have there be a clock on the wall
786,Have there be a rubber duck on top of the stack of books on the toilet
787,Let there be a computer monitor instead of a TV.
788,Can we have a river next to the people?
789,It needs to be just a man next to the river.
790,Put a car next to the man.
791,change the sign to read No Parking
792,let there be a cat sitting above
793,let there be shrubs
794,Make him fat.
795,Make his hair brown.
796,make the cone blue
797,add a zebra next to the people
798,make the hair of one of the persons desapear
799,change the color of the umbrella to black
800,turn the man's jacket blue
801,delete the pizza and put a burger
802,What if she is holding a plate?
803,Add a person on the elephant.
804,Remove the second elephant on the right.
805,change a slice of pizza into a burger
806,change a slice of pizza into french fries
807,change a slice of pizza into salad
808,Have there be a cyclist going by
809,Have there be a photo of a couple on the mantel
810,Have there be a bird on top of the clock
811,Have one of the motorcycles be pink
812,give the man a ball
813,make the man jump
814,Can we open the door next to the man?
815,the me could be holding a baseball bat.
816,Can the floor be made of wood?
817,Let the man wear short pants.
818,There should be a butterfly as well.
819,A multicolor hummingbird should be flying as well.
820,Replace the banana with a spoon.
821,Fill the bowl with soup.
822,Put a pepper shaker next to the bowl.
823,Let the woman turn fat.
824,Add a window to the room.
825,add beach cabanas.
826,Have a seagull fly over the skateboarder.
827,"let there be a ""Welcome"" sign at the top"
828,turn the teddy bear into a robot
829,let there be mouthwash in the glass
830,add a pig face to the train
831,turn the track in a rainbow
832,Make the couch occupied by a tiger.
833,What if we add a knife and fork next to the pizzas.
834,Let the luggage be closed.
835,change the cat for a fox
836,place the fox on a pool
837,let the surfboard be blue
838,add a kite in the sky
839,add conifer trees
840,let the day be dark and rainy
841,let the motorcycle be replaced with a horse
842,let there be a large truck
843,Add a snake on the floor.
844,What if there is a table on the side?
845,change sandwiches into cheese pizza
846,change the pickle spear to a strawberry
847,add a coffee mug next to the plate
848,Put a cartoon on the monitor.
849,Add carrots to the pot
850,Change the handle of the pot to be red
851,switch the waffle for rice
852,let there be a speed limit sign
853,let there be a policeman standing nearby
854,make the girl show two fingers
855,make the girl look serious
856,make the other girl look serious too
857,cut the carrot with the knife
858,let the giraffe have a short neck
859,let lava flow from the mountain
860,let there be another giraffe with short neck
861,let a jet take off
862,let the airport be near a beach
863,let pilots walk towards a jet
864,give the woman a skirt
865,shorten the girl's hair
866,let a bear be angry and shout
867,let there be a rooster instead of a bear
868,let there be a hot air balloon in the sky
869,let there be chopped vegetables in the blender
870,let the bowl contain mustard sauce
871,let there be oranges
872,let a man sit in the kitchen
873,place a pot on the stove
874,let the cabinets be made of glass
875,Add a snowman in front of the snowboarder
876,Add kids sledding down a hill.
877,Remove the metal beam.
878,What if the child is bald?
879,remove the duct tape and open the toilet
880,change the wooden cabinet into a side table
881,let the floor be wooden
882,Have there be a yellow Post-it note hanging off the monitor
883,Change the stack of drives to a CD
884,turn the motorcycle into a bicycle
885,put a lion next to the zebras
886,put a lion in front of the herd
887,leave only one zebra and put a heard of lions
888,add a big fish
889,Let's add a large building behind the sign.
890,Add some kids standing near the building.
891,Let's put a helmet on the seat.
892,Let a yellow pepper be put on top of the broccoli.
893,let the woman wear a red skirt
894,What if there is a cake drawing in the shit of the boy?
895,Add a lake where the main bear is standing.
896,Replace the bear with a giraffe.
897,Have there be a bottle of soda next to the drawer
898,let the man tie his shoe
899,let the boy have spike hair
900,add a mailbox on the street
901,replace the fisherman with a fish
902,replace one of the sheep with a cow
903,put a dog on the cake
904,put an apple on the middle of the pizza
905,change the racket for a fox
906,Remove the non-zebra animal.
907,Make the zebra's mouth open.
908,Put a little creature on the zebra's back.
909,Have there be a person's hand pointing at the ties
910,Put a forest on the background.
911,the train on the station should be blue.
912,modify the horse's ears to look like cat ears
913,change background from mountains to trees
914,remove the jet and place a spaceship
915,place a monster in the picture
916,Let the helmet be silver.
917,Let the brown cake have a strawberry on top of it.
918,put a framed panting on the wall
919,the sink is now completely full
920,there is no frisbee in the air anymore
921,change the beer bottles to champagne glasses
922,make the cat wear glasses
923,let there be a christmas tree
924,Put a snake on the mug.
925,Let the lower skateboard be replaced by a sword.
926,Insert a mouse.
927,Let the bird's wings become short.
928,Let the tv be covered with a white towel.
929,erase one computer
930,change one computer for a book
931,let the catcher wear a hawaiian shirt
932,remove the umpire
933,let skyscrapers border the field
934,Could it be like a sandwich?
935,Can we have a mug on the table?
936,Put a plate next to the mug.
937,change the cheese blocks into strawberries
938,change the mug into wine glass
939,add a stuffed toy
940,Let's add a dog on the floor.
941,What if there is a picture of a girl on the television?
942,Let's add a framed picture of a flower to the wall.
943,Should we put a picture of a car on the monitor?
944,Add a cup of coffee on the table.
945,Let's switch the mouse for a Apple mouse.
946,turn the green kite in a balloon
947,change the blue parachute for a drone
948,Add a remote controlled toy car.
949,Add another mountain
950,Add some dears on the track
951,Add another guy like they were racing
952,Give the woman red hair.
953,Change the cell phone to a book.
954,let the sign be a danger sign
955,turn the bench into a leather couch
956,let the background house a cathedral
957,change the cat for a tiger
958,change the floor to a blue carpet
959,make the sky dark
960,It should be a plate of pancakes.
961,Put a ball of ice cream on top of the pancake.
962,add a taxi next to the boys
963,Make the woman fatter.
964,Replace the hot dogs with cake.
965,Make the woman smile.
966,let the cat sit on the laptop
967,remove on street sign
968,hang a flower vase in the house
969,add an owl
970,let there be a laptop on the counter
971,let there be a cat on top of the stool
972,let the floors be made of marble
973,let the kitchen have tiled floor
974,add a cake on table
975,remove the tongs
976,Let the windows become larger.
977,let the girls wear haute couture outfit
978,let the girls have their hair in bun
979,let there be a chandelier hanging from the ceiling
980,Have the baby wear a silly hat.
981,add an unicorn to the image
982,Add several tomatoes to the produce
983,If there was a television insted of the fireplace?
984,Let's put a monitor on the right side.
985,Could it be some toys on the floor?
986,turn off the computer
987,add a lap top in front of it
988,change the bike into a motorcycle
989,let the opposite doors be red
990,swap the man for a woman
991,make the woman play a piano
992,Let the teddy bears wear paper crowns.
993,The windows should be orange.
994,Put a oven next to the sink.
995,Could it be a door next to the oven?
996,put a chef's hat on the man holding the book
997,Remove the bag the man is carrying and add a motorbike behind him
998,a man waits for a yellow car to pass
999,remove the car
1000,add flying military jets in the sky
1001,add a tiger walking on the road
1002,remove the helmet
1003,turn off the tv
1004,this room now has only one bed
1005,get rid of the other bed
1006,remove the inscriptions on the bat
1007,let the helmet be blue
