,_id,id,turn,rater,alignment,quality,consistency,overall
30,677d856e8640497613a5ea6c,86582,1,Thomas,10,10,10,10
31,677d856e8640497613a5ea7c,211860,2,Thomas,9,6,8,8
32,677d856e8640497613a5ea83,70952,1,Thomas,10,10,10,10
33,677d856e8640497613a5ea88,336015,1,Thomas,1,9,9,2
34,677d856e8640497613a5eaa5,360871,1,Thomas,8,7,8,7
35,677d856e8640497613a5ead1,219590,1,Thomas,9,9,8,9
36,677d856e8640497613a5eada,270186,1,Thomas,10,8,8,9
37,677d856e8640497613a5eb02,91839,1,Thomas,9,4,9,7
38,677d856e8640497613a5eb05,163114,2,Thomas,5,5,5,5
39,677d856e8640497613a5eb1c,134597,1,Thomas,10,5,9,6
40,677d856e8640497613a5eb29,155790,2,Thomas,7,9,10,7
41,677d856e8640497613a5eb2a,155790,3,Thomas,10,10,10,10
42,677d856e8640497613a5eb3d,532810,1,Thomas,9,7,8,8
43,677d856e8640497613a5eb6d,100081,3,Thomas,2,2,7,1
44,677d856e8640497613a5eb95,256884,2,Thomas,10,10,10,10
45,677d856e8640497613a5eba6,571790,1,Thomas,10,4,7,7
46,677d856e8640497613a5ebf2,292451,3,Thomas,6,8,9,6
47,677d856e8640497613a5ea29,524924,1,Thomas,10,6,9,7
48,677d856e8640497613a5ea38,422328,1,Thomas,6,2,3,3
49,677d856e8640497613a5ea3c,5434,2,Thomas,2,4,2,2
50,677d856e8640497613a5ea45,853,3,Thomas,10,8,10,9
51,677d856e8640497613a5ea90,92009,1,Thomas,8,6,7,7
52,677d856e8640497613a5eaa4,463066,1,Thomas,10,9,9,9
53,677d856e8640497613a5eab7,381199,2,Thomas,10,9,10,10
54,677d856e8640497613a5eb09,399759,1,Thomas,10,1,7,5
55,677d856e8640497613a5eb0b,557105,1,Thomas,10,10,10,10
56,677d856e8640497613a5eb22,75065,1,Thomas,1,5,5,5
57,677d856e8640497613a5eb25,410182,1,Thomas,10,10,10,10
58,677d856e8640497613a5eb2c,515743,2,Thomas,7,3,7,3
59,677d856e8640497613a5eb38,11091,1,Thomas,9,8,8,8
60,677d856e8640497613a5eb45,354126,1,Thomas,4,2,5,4
61,677d856e8640497613a5eb47,354126,3,Thomas,4,4,5,5
62,677d856e8640497613a5eb4f,266961,2,Thomas,2,4,6,3
63,677d856e8640497613a5eb64,577847,3,Thomas,9,8,7,8
64,677d856e8640497613a5eb84,187866,1,Thomas,9,6,6,6
65,677d856e8640497613a5eb91,365258,1,Thomas,10,10,10,10
66,677d856e8640497613a5eba8,501972,2,Thomas,9,7,8,8
67,677d856e8640497613a5ebab,125106,2,Thomas,8,7,9,8
68,677d856e8640497613a5ea09,392687,2,Thomas,7,6,7,7
69,677d856e8640497613a5ea0d,398575,1,Thomas,1,9,9,1
70,677d856e8640497613a5ea15,532493,3,Thomas,6,4,9,6
71,677d856e8640497613a5ea17,112286,2,Thomas,10,7,9,8
72,677d856e8640497613a5ea76,416315,2,Thomas,3,3,5,3
73,677d856e8640497613a5ea86,393375,1,Thomas,10,9,9,9
74,677d856e8640497613a5eab1,333551,3,Thomas,3,3,3,3
75,677d856e8640497613a5eabd,456782,1,Thomas,5,4,3,4
76,677d856e8640497613a5eac8,580685,1,Thomas,9,9,9,9
77,677d856e8640497613a5eacb,308507,1,Thomas,8,7,6,6
78,677d856e8640497613a5eaec,458804,1,Thomas,7,4,5,5
79,677d856e8640497613a5eaef,25989,2,Thomas,7,5,8,6
80,677d856e8640497613a5eaf9,50151,3,Thomas,6,7,9,7
81,677d856e8640497613a5eafc,2585,3,Thomas,8,9,10,9
82,677d856e8640497613a5eb00,270650,1,Thomas,2,2,7,2
83,677d856e8640497613a5eb97,45999,2,Thomas,1,4,5,1
84,677d856e8640497613a5eba5,147745,1,Thomas,3,2,1,2
85,677d856e8640497613a5ebbb,356888,1,Thomas,10,4,4,4
86,677d856e8640497613a5ebc5,50507,2,Thomas,9,1,1,2
87,677d856e8640497613a5ebd4,106508,1,Thomas,9,2,3,3
88,677d856e8640497613a5ebe6,393226,2,Thomas,10,7,8,7
89,677d856e8640497613a5ebea,265748,2,Thomas,10,10,10,10
90,677d856e8640497613a5ebf5,229301,3,Thomas,9,9,8,9
91,677d856e8640497613a5ea1b,148240,1,Thomas,0,1,5,1
92,677d856e8640497613a5ea39,422328,2,Thomas,7,5,5,6
93,677d856e8640497613a5ea4b,299200,2,Thomas,8,7,8,8
94,677d856e8640497613a5ea8b,319096,1,Thomas,10,8,9,9
95,677d856e8640497613a5eab8,153639,1,Thomas,10,10,10,10
96,677d856e8640497613a5eae4,510027,2,Thomas,8,7,10,8
97,677d856e8640497613a5eb33,140513,1,Thomas,10,10,10,10
98,677d856e8640497613a5eb3b,189893,1,Thomas,10,9,9,9
99,677d856e8640497613a5eb66,55458,1,Thomas,10,8,8,9
100,677d856e8640497613a5ebc4,50507,1,Thomas,10,9,10,10
101,677d856e8640497613a5ea49,353915,1,Thomas,3,2,10,2
102,677d856e8640497613a5ea6f,15653,1,Thomas,9,7,7,7
103,677d856e8640497613a5ea74,553827,1,Thomas,9,8,9,9
104,677d856e8640497613a5ea7b,211860,1,Thomas,7,7,7,7
105,677d856e8640497613a5ea85,70952,3,Thomas,10,6,9,7
106,677d856e8640497613a5ea8e,392837,2,Thomas,10,10,10,10
107,677d856e8640497613a5ea9a,209923,1,Thomas,1,2,3,2
108,677d856e8640497613a5eabf,456782,3,Thomas,10,8,9,9
109,677d856e8640497613a5eaf1,102625,1,Thomas,8,7,10,8
110,677d856e8640497613a5eb06,104304,1,Thomas,3,7,8,4
111,677d856e8640497613a5eb11,147546,1,Thomas,8,8,7,8
112,677d856e8640497613a5eb1d,134597,2,Thomas,8,8,8,8
113,677d856e8640497613a5eb46,354126,2,Thomas,10,6,5,7
114,677d856e8640497613a5eb53,491430,1,Thomas,10,7,9,8
115,677d856e8640497613a5ebb9,98385,3,Thomas,8,7,9,7
116,677d856e8640497613a5ebbc,356888,2,Thomas,10,8,10,9
117,677d856e8640497613a5ebc1,259097,1,Thomas,10,7,7,8
118,677d856e8640497613a5ebdb,309,2,Thomas,8,8,10,9
119,677d856e8640497613a5ea0f,398575,3,Thomas,1,9,10,1
120,677d856e8640497613a5ea1a,67269,2,Thomas,10,4,4,4
121,677d856e8640497613a5ea34,7730,2,Thomas,9,7,8,8
122,677d856e8640497613a5ea51,560311,1,Thomas,10,8,9,9
123,677d856e8640497613a5ea5a,129062,1,Thomas,2,2,2,2
124,677d856e8640497613a5ea64,313345,1,Thomas,8,5,7,7
125,677d856e8640497613a5ea6a,403265,3,Thomas,1,3,4,2
126,677d856e8640497613a5ea77,332877,1,Thomas,8,7,9,8
127,677d856e8640497613a5ea9f,49,3,Thomas,1,1,1,1
128,677d856e8640497613a5eaa0,77596,1,Thomas,10,10,10,10
129,677d856e8640497613a5eb1e,574250,1,Thomas,8,8,9,8
130,677d856e8640497613a5eb23,75065,2,Thomas,2,4,5,2
131,677d856e8640497613a5eb51,308192,1,Thomas,6,6,8,6
132,677d856e8640497613a5eb5c,362944,1,Thomas,9,8,9,9
133,677d856e8640497613a5eb6a,145741,1,Thomas,9,6,6,6
134,677d856e8640497613a5eb85,187866,2,Thomas,10,4,8,5
135,677d856e8640497613a5ebd7,572804,2,Thomas,9,8,10,9
136,677d856e8640497613a5ea55,423935,2,Thomas,1,6,7,1
137,677d856e8640497613a5ea5c,129062,3,Thomas,10,6,6,7
138,677d856e8640497613a5ea89,336015,2,Thomas,9,9,9,9
139,677d856e8640497613a5ea94,426040,1,Thomas,10,9,9,9
140,677d856e8640497613a5ea99,329847,3,Thomas,10,9,10,9
141,677d856e8640497613a5eac4,315319,1,Thomas,10,7,7,8
142,677d856e8640497613a5eacf,58268,2,Thomas,10,10,10,10
143,677d856e8640497613a5eae1,44437,2,Thomas,7,6,8,6
144,677d856e8640497613a5eae5,510027,3,Thomas,10,8,10,9
145,677d856e8640497613a5eaf0,25989,3,Thomas,10,10,10,10
146,677d856e8640497613a5eb01,121612,1,Thomas,6,6,6,6
147,677d856e8640497613a5eb0d,557105,3,Thomas,0,1,4,1
148,677d856e8640497613a5eb19,182759,3,Thomas,2,2,9,2
149,677d856e8640497613a5eb2e,493074,2,Thomas,5,8,10,5
150,677d856e8640497613a5eb31,337180,2,Thomas,10,8,8,9
151,677d856e8640497613a5eb4e,266961,1,Thomas,10,10,10,10
152,677d856e8640497613a5eb59,417830,1,Thomas,10,8,9,9
153,677d856e8640497613a5eb92,365258,2,Thomas,10,9,8,9
154,677d856e8640497613a5eb96,45999,1,Thomas,10,6,9,8
155,677d856e8640497613a5ebc3,259097,3,Thomas,5,4,5,4
156,677d856e8640497613a5ebd1,249441,2,Thomas,10,8,8,8
157,677d856e8640497613a5ea0c,523394,1,Thomas,9,7,8,8
158,677d856e8640497613a5ea43,853,1,Thomas,7,9,10,7
159,677d856e8640497613a5ea68,403265,1,Thomas,6,6,9,5
160,677d856e8640497613a5ea82,267300,2,Thomas,10,9,8,9
161,677d856e8640497613a5eaa3,43425,3,Thomas,9,6,9,6
162,677d856e8640497613a5eaaf,333551,1,Thomas,8,9,8,8
163,677d856e8640497613a5eabb,483587,1,Thomas,10,10,10,10
164,677d856e8640497613a5eb14,357865,3,Thomas,10,9,10,9
165,677d856e8640497613a5eb42,393224,2,Thomas,3,9,9,3
166,677d856e8640497613a5eb7a,422921,1,Thomas,8,7,9,7
167,677d856e8640497613a5eb7c,422921,3,Thomas,7,8,8,7
168,677d856e8640497613a5eb83,221222,1,Thomas,10,8,10,9
169,677d856e8640497613a5eb9c,150812,1,Thomas,3,2,3,2
170,677d856e8640497613a5eb9e,177572,1,Thomas,9,6,8,8
171,677d856e8640497613a5ea08,392687,1,Thomas,10,8,10,8
172,677d856e8640497613a5ea14,532493,2,Thomas,10,8,8,9
173,677d856e8640497613a5ea2b,524924,3,Thomas,1,2,5,2
174,677d856e8640497613a5ea30,194956,1,Thomas,8,7,9,8
175,677d856e8640497613a5ea37,172537,3,Thomas,1,1,1,1
176,677d856e8640497613a5ea3b,5434,1,Thomas,9,9,10,9
177,677d856e8640497613a5ea50,529376,3,Thomas,7,9,9,7
178,677d856e8640497613a5ea6b,393243,1,Thomas,10,10,10,10
179,677d856e8640497613a5ea73,335479,1,Thomas,2,1,5,1
180,677d856e8640497613a5ea8f,392837,3,Thomas,9,3,2,4
181,677d856e8640497613a5eaab,129587,2,Thomas,9,7,8,8
182,677d856e8640497613a5eade,178403,2,Thomas,10,9,10,9
183,677d856e8640497613a5eadf,178403,3,Thomas,9,3,7,5
184,677d856e8640497613a5eb03,13914,1,Thomas,10,10,10,10
185,677d856e8640497613a5eb34,140513,2,Thomas,9,10,10,9
186,677d856e8640497613a5eb35,142400,1,Thomas,10,8,8,8
187,677d856e8640497613a5eb81,237569,3,Thomas,10,9,10,9
188,677d856e8640497613a5eb8f,106772,2,Thomas,6,4,7,5
189,677d856e8640497613a5eba9,501972,3,Thomas,10,8,8,9
190,677d856e8640497613a5ebca,3131,2,Thomas,8,6,6,5
191,677d856e8640497613a5ebd0,249441,1,Thomas,4,5,6,4
192,677d856e8640497613a5ebdc,357220,1,Thomas,8,7,7,7
193,677d856e8640497613a5ebf7,206622,2,Thomas,10,10,10,10
194,677d856e8640497613a5ea12,17320,3,Thomas,5,5,9,5
195,677d856e8640497613a5ea21,381112,3,Thomas,8,4,2,4
196,677d856e8640497613a5ea28,235802,2,Thomas,9,6,8,7
197,677d856e8640497613a5ea3a,422328,3,Thomas,2,6,9,3
198,677d856e8640497613a5ea40,57350,2,Thomas,10,9,10,9
199,677d856e8640497613a5eab0,333551,2,Thomas,2,3,6,2
200,677d856e8640497613a5eabc,483587,2,Thomas,10,9,10,9
201,677d856e8640497613a5eac0,369969,1,Thomas,10,8,9,9
202,677d856e8640497613a5eaea,459272,2,Thomas,9,8,8,6
203,677d856e8640497613a5eafb,2585,2,Thomas,10,9,7,8
204,677d856e8640497613a5eb04,163114,1,Thomas,10,7,7,7
205,677d856e8640497613a5eb28,155790,1,Thomas,2,5,5,3
206,677d856e8640497613a5eb44,178928,2,Thomas,10,4,4,5
207,677d856e8640497613a5eb56,215135,1,Thomas,10,9,8,9
208,677d856e8640497613a5eb5f,352426,1,Thomas,9,9,9,9
209,677d856e8640497613a5eb74,262161,1,Thomas,1,1,7,2
210,677d856e8640497613a5eb98,45999,3,Thomas,9,8,9,9
211,677d856e8640497613a5ebad,190360,1,Thomas,10,10,10,10
212,677d856e8640497613a5ebb4,282572,2,Thomas,4,3,7,4
213,677d856e8640497613a5ebef,254387,1,Thomas,2,2,6,2
214,677d856e8640497613a5ebf4,229301,2,Thomas,9,9,10,9
215,677d856e8640497613a5ebf9,26735,1,Thomas,5,4,4,4
216,677d856e8640497613a5ea0a,392687,3,Thomas,1,1,1,1
217,677d856e8640497613a5ea57,357903,2,Thomas,10,10,10,10
218,677d856e8640497613a5ea9e,49,2,Thomas,10,2,1,2
219,677d856e8640497613a5eaa7,181699,1,Thomas,10,9,10,9
220,677d856e8640497613a5eaa8,181699,2,Thomas,9,8,8,8
221,677d856e8640497613a5eace,58268,1,Thomas,10,10,10,10
222,677d856e8640497613a5ead0,58268,3,Thomas,10,10,10,10
223,677d856e8640497613a5eafa,2585,1,Thomas,10,10,10,10
224,677d856e8640497613a5eaff,96497,1,Thomas,6,6,7,6
225,677d856e8640497613a5eb61,352426,3,Thomas,10,9,10,10
226,677d856e8640497613a5eb70,371643,3,Thomas,10,6,8,7
227,677d856e8640497613a5eb76,262161,3,Thomas,1,7,7,1
228,677d856e8640497613a5eb7d,109776,1,Thomas,2,7,9,2
229,677d856e8640497613a5eba0,175584,1,Thomas,10,10,10,10
230,677d856e8640497613a5ebb5,282572,3,Thomas,4,4,8,4
231,677d856e8640497613a5ebba,29324,1,Thomas,10,10,10,10
232,677d856e8640497613a5ebc6,512576,1,Thomas,8,7,9,8
233,677d856e8640497613a5ebc9,3131,1,Thomas,5,10,10,7
234,677d856e8640497613a5ebdf,240967,1,Thomas,10,9,9,9
235,677d856e8640497613a5ebe0,240967,2,Thomas,7,5,4,5
236,677d856e8640497613a5ebf3,229301,1,Thomas,2,7,9,3
237,677d856e8640497613a5ea07,142585,1,Thomas,8,6,8,7
238,677d856e8640497613a5ea27,235802,1,Thomas,10,10,10,10
239,677d856e8640497613a5ea33,7730,1,Thomas,10,7,9,8
240,677d856e8640497613a5ea61,122896,1,Thomas,10,8,9,9
241,677d856e8640497613a5ea72,573453,1,Thomas,3,5,3,3
242,677d856e8640497613a5ea7a,54492,3,Thomas,1,3,5,1
243,677d856e8640497613a5ea7f,565269,2,Thomas,9,6,7,7
244,677d856e8640497613a5ea8a,336015,3,Thomas,8,3,2,3
245,677d856e8640497613a5eaa2,43425,2,Thomas,4,8,10,5
246,677d856e8640497613a5eaca,580685,3,Thomas,10,9,9,9
247,677d856e8640497613a5ead5,234956,2,Thomas,10,9,10,9
248,677d856e8640497613a5ead7,450129,1,Thomas,8,7,10,8
249,677d856e8640497613a5ead8,450129,2,Thomas,9,9,9,9
250,677d856e8640497613a5eb24,75065,3,Thomas,10,9,7,8
251,677d856e8640497613a5eb40,565012,2,Thomas,8,4,3,5
252,677d856e8640497613a5eb6e,371643,1,Thomas,1,2,3,1
253,677d856e8640497613a5eb9f,177572,2,Thomas,10,7,7,8
254,677d856e8640497613a5ebb0,531495,1,Thomas,8,7,8,7
255,677d856e8640497613a5ebda,309,1,Thomas,9,5,9,6
256,677d856e8640497613a5ebe1,475645,1,Thomas,8,6,9,8
257,677d856e8640497613a5ea2d,80932,1,Thomas,10,9,9,9
258,677d856e8640497613a5ea96,393271,1,Thomas,10,6,6,7
259,677d856e8640497613a5eaaa,129587,1,Thomas,10,4,5,6
260,677d856e8640497613a5eab3,536073,2,Thomas,6,6,9,7
261,677d856e8640497613a5eab4,536073,3,Thomas,10,8,9,9
262,677d856e8640497613a5eab9,153639,2,Thomas,9,8,10,9
263,677d856e8640497613a5eac9,580685,2,Thomas,7,7,8,7
264,677d856e8640497613a5eae6,57357,1,Thomas,10,6,6,7
265,677d856e8640497613a5eae9,459272,1,Thomas,10,9,10,9
266,677d856e8640497613a5eaf2,102625,2,Thomas,7,7,7,8
267,677d856e8640497613a5eaf7,50151,1,Thomas,9,8,9,9
268,677d856e8640497613a5eafd,236599,1,Thomas,5,3,2,2
269,677d856e8640497613a5eb2f,493074,3,Thomas,10,5,5,5
270,677d856e8640497613a5eb39,205344,1,Thomas,7,5,9,6
271,677d856e8640497613a5eb5a,417830,2,Thomas,9,9,10,9
272,677d856e8640497613a5eb62,577847,1,Thomas,7,8,8,7
273,677d856e8640497613a5eb65,24585,1,Thomas,4,3,3,5
274,677d856e8640497613a5eb72,7996,2,Thomas,9,7,9,8
275,677d856e8640497613a5eb73,7996,3,Thomas,5,4,3,4
276,677d856e8640497613a5eb82,535902,1,Thomas,10,8,9,9
277,677d856e8640497613a5eb88,142510,2,Thomas,10,9,9,10
278,677d856e8640497613a5ebb8,98385,2,Thomas,9,8,8,9
279,677d856e8640497613a5ebee,108871,2,Thomas,7,6,6,6
280,677d856e8640497613a5ebf1,292451,2,Thomas,9,7,7,8
281,677d856e8640497613a5ea20,381112,2,Thomas,2,5,8,3
282,677d856e8640497613a5ea2c,203920,1,Thomas,8,7,7,7
283,677d856e8640497613a5ea47,289514,2,Thomas,10,7,7,7
284,677d856e8640497613a5ea53,581668,1,Thomas,1,7,7,2
285,677d856e8640497613a5ea5d,417832,1,Thomas,10,10,10,10
286,677d856e8640497613a5ea6d,86582,2,Thomas,10,10,10,10
287,677d856e8640497613a5eaf3,102625,3,Thomas,7,4,5,6
288,677d856e8640497613a5eb52,308192,2,Thomas,10,10,10,10
289,677d856e8640497613a5eb5d,362944,2,Thomas,8,8,10,8
290,677d856e8640497613a5eb60,352426,2,Thomas,8,7,9,8
291,677d856e8640497613a5eb68,221427,1,Thomas,10,7,8,8
292,677d856e8640497613a5eb69,453302,1,Thomas,9,5,8,6
293,677d856e8640497613a5eb6b,100081,1,Thomas,10,10,10,10
294,677d856e8640497613a5eb8b,450597,1,Thomas,1,2,4,1
295,677d856e8640497613a5ebcb,3131,3,Thomas,8,7,8,8
296,677d856e8640497613a5ebd3,570297,1,Thomas,10,8,8,8
297,677d856e8640497613a5ebd6,572804,1,Thomas,9,7,9,7
298,677d856e8640497613a5ebfa,26735,2,Thomas,4,5,5,4
299,677d856e8640497613a5ec0d,294973,2,Thomas,10,10,10,10
300,677d856e8640497613a5ec0b,122927,3,Thomas,10,4,6,7
301,677d856e8640497613a5ec12,158726,1,Thomas,10,8,8,9
302,677d856e8640497613a5ec11,359569,1,Thomas,10,8,9,9
303,677d856e8640497613a5ec13,158726,2,Thomas,10,9,9,9
304,677d856e8640497613a5ec00,6484,1,Thomas,10,10,10,10
305,677d856e8640497613a5ec16,407550,1,Thomas,7,6,9,5
306,677d856e8640497613a5ebfb,26735,3,Thomas,10,9,8,9
307,677d856e8640497613a5ec06,519172,1,Thomas,10,10,10,10
308,677d856e8640497613a5ec0e,294973,3,Thomas,7,6,8,7
309,677d856e8640497613a5ec0c,294973,1,Thomas,10,3,4,4
310,677d856e8640497613a5ebfe,317806,1,Thomas,2,3,8,2
311,677d856e8640497613a5ec03,81971,1,Thomas,9,7,7,7
312,677d856e8640497613a5ebff,317806,2,Thomas,9,7,8,8
313,677d856e8640497613a5ec15,543942,1,Thomas,7,6,7,6
314,677d856e8640497613a5ec02,6484,3,Thomas,10,9,9,9
315,677d856e8640497613a5ec05,465545,1,Thomas,7,7,8,7
316,677d856e8640497613a5ec10,142985,1,Thomas,10,10,10,10
