,_id,id,turn,rater,alignment,quality,consistency,overall
51,677d856e8640497613a5eaa6,360871,2,renz,9,10,10,9
52,677d856e8640497613a5eaae,341070,1,renz,0,10,10,0
53,677d856e8640497613a5ead1,219590,1,renz,4,9,9,6
54,677d856e8640497613a5eada,270186,1,renz,10,10,9,10
55,677d856e8640497613a5eb02,91839,1,renz,10,6,7,7
56,677d856e8640497613a5eb05,163114,2,renz,3,8,10,4
57,677d856e8640497613a5eb1c,134597,1,renz,10,6,6,6
58,677d856e8640497613a5eb21,563122,3,renz,3,7,10,3
59,677d856e8640497613a5eb29,155790,2,renz,10,10,10,10
60,677d856e8640497613a5eb2a,155790,3,renz,10,9,9,10
61,677d856e8640497613a5eb3a,205344,2,renz,10,8,10,9
62,677d856e8640497613a5eb3d,532810,1,renz,10,8,9,9
63,677d856e8640497613a5eb3f,565012,1,renz,2,10,10,3
64,677d856e8640497613a5eb4a,429011,3,renz,10,9,10,10
65,677d856e8640497613a5eb6d,100081,3,renz,2,10,10,3
66,677d856e8640497613a5eb90,468505,1,renz,10,9,8,10
67,677d856e8640497613a5eb95,256884,2,renz,10,10,10,10
68,677d856e8640497613a5eba6,571790,1,renz,10,9,10,9
69,677d856e8640497613a5ebae,190360,2,renz,10,9,9,9
70,677d856e8640497613a5ebbd,356888,3,renz,10,4,4,6
71,677d856e8640497613a5ebe8,207833,1,renz,10,8,10,9
72,677d856e8640497613a5ebf2,292451,3,renz,4,9,10,6
73,677d856e8640497613a5ea0e,398575,2,renz,10,6,6,7
74,677d856e8640497613a5ea13,532493,1,renz,10,10,10,10
75,677d856e8640497613a5ea1c,148240,2,renz,10,8,9,9
76,677d856e8640497613a5ea1f,381112,1,renz,10,8,8,9
77,677d856e8640497613a5ea29,524924,1,renz,1,1,1,1
78,677d856e8640497613a5ea38,422328,1,renz,7,3,4,3
79,677d856e8640497613a5ea3c,5434,2,renz,9,8,8,8
80,677d856e8640497613a5ea45,853,3,renz,10,9,10,10
81,677d856e8640497613a5ea90,92009,1,renz,8,9,10,8
82,677d856e8640497613a5ea93,10546,1,renz,10,9,10,10
83,677d856e8640497613a5ea98,329847,2,renz,9,1,1,1
84,677d856e8640497613a5eaa4,463066,1,renz,9,10,10,10
85,677d856e8640497613a5eab7,381199,2,renz,10,9,10,10
86,677d856e8640497613a5eacc,308507,2,renz,1,9,9,2
87,677d856e8640497613a5eadc,480489,2,renz,10,9,10,10
88,677d856e8640497613a5eafe,188612,1,renz,8,7,10,8
89,677d856e8640497613a5eb09,399759,1,renz,10,3,3,4
90,677d856e8640497613a5eb0b,557105,1,renz,10,9,9,10
91,677d856e8640497613a5eb22,75065,1,renz,1,10,10,1
92,677d856e8640497613a5eb25,410182,1,renz,10,10,10,10
93,677d856e8640497613a5eb2c,515743,2,renz,10,1,1,2
94,677d856e8640497613a5eb36,142400,2,renz,10,10,10,10
95,677d856e8640497613a5eb38,11091,1,renz,10,10,10,10
96,677d856e8640497613a5eb3c,189893,2,renz,10,8,10,9
97,677d856e8640497613a5eb45,354126,1,renz,7,9,9,8
98,677d856e8640497613a5eb47,354126,3,renz,1,9,9,1
99,677d856e8640497613a5eb4f,266961,2,renz,3,7,10,4
100,677d856e8640497613a5eb63,577847,2,renz,8,8,9,8
101,677d856e8640497613a5eb64,577847,3,renz,8,7,9,7
102,677d856e8640497613a5eb77,253975,1,renz,9,10,10,9
103,677d856e8640497613a5eb84,187866,1,renz,9,2,2,2
104,677d856e8640497613a5eb91,365258,1,renz,10,9,9,9
105,677d856e8640497613a5eba8,501972,2,renz,10,9,10,10
106,677d856e8640497613a5ebab,125106,2,renz,10,9,9,9
107,677d856e8640497613a5ebb6,140043,1,renz,1,7,7,3
108,677d856e8640497613a5ea09,392687,2,renz,7,9,10,7
109,677d856e8640497613a5ea0d,398575,1,renz,2,10,10,2
110,677d856e8640497613a5ea15,532493,3,renz,9,9,10,9
111,677d856e8640497613a5ea17,112286,2,renz,10,8,10,9
112,677d856e8640497613a5ea1d,475195,1,renz,10,10,10,10
113,677d856e8640497613a5ea2a,524924,2,renz,10,9,10,10
114,677d856e8640497613a5ea76,416315,2,renz,6,2,2,3
115,677d856e8640497613a5ea86,393375,1,renz,10,8,7,8
116,677d856e8640497613a5eab1,333551,3,renz,1,6,4,1
117,677d856e8640497613a5eabd,456782,1,renz,4,6,7,4
118,677d856e8640497613a5eac8,580685,1,renz,10,8,8,10
119,677d856e8640497613a5eacb,308507,1,renz,9,8,7,7
120,677d856e8640497613a5eaec,458804,1,renz,9,3,7,4
121,677d856e8640497613a5eaef,25989,2,renz,2,8,10,2
122,677d856e8640497613a5eaf9,50151,3,renz,7,9,7,7
123,677d856e8640497613a5eafc,2585,3,renz,10,10,10,10
124,677d856e8640497613a5eb00,270650,1,renz,10,2,2,4
125,677d856e8640497613a5eb58,215135,3,renz,10,10,8,10
126,677d856e8640497613a5eb97,45999,2,renz,1,6,6,1
127,677d856e8640497613a5eba5,147745,1,renz,10,1,1,2
128,677d856e8640497613a5ebac,125106,3,renz,1,10,10,1
129,677d856e8640497613a5ebbb,356888,1,renz,10,4,4,4
130,677d856e8640497613a5ebc5,50507,2,renz,9,7,6,7
131,677d856e8640497613a5ebd4,106508,1,renz,1,6,8,1
132,677d856e8640497613a5ebe6,393226,2,renz,10,9,10,10
133,677d856e8640497613a5ebea,265748,2,renz,6,10,10,6
134,677d856e8640497613a5ebf5,229301,3,renz,7,10,10,8
135,677d856e8640497613a5ea19,67269,1,renz,10,1,1,3
136,677d856e8640497613a5ea1b,148240,1,renz,1,9,9,1
137,677d856e8640497613a5ea2f,393372,1,renz,6,7,7,7
138,677d856e8640497613a5ea39,422328,2,renz,10,8,10,9
139,677d856e8640497613a5ea44,853,2,renz,10,10,10,10
140,677d856e8640497613a5ea46,289514,1,renz,10,6,6,7
141,677d856e8640497613a5ea4b,299200,2,renz,9,8,8,8
142,677d856e8640497613a5ea4d,100558,1,renz,9,8,8,8
143,677d856e8640497613a5ea7d,184384,1,renz,1,10,10,1
144,677d856e8640497613a5ea8b,319096,1,renz,10,10,10,10
145,677d856e8640497613a5eab2,536073,1,renz,10,9,10,10
146,677d856e8640497613a5eab8,153639,1,renz,10,9,9,9
147,677d856e8640497613a5eae3,510027,1,renz,8,9,9,9
148,677d856e8640497613a5eae4,510027,2,renz,10,9,9,9
149,677d856e8640497613a5eaee,25989,1,renz,10,9,8,9
150,677d856e8640497613a5eb0c,557105,2,renz,10,9,9,10
151,677d856e8640497613a5eb1a,395040,1,renz,9,8,8,8
152,677d856e8640497613a5eb33,140513,1,renz,10,10,10,10
153,677d856e8640497613a5eb3b,189893,1,renz,9,10,10,9
154,677d856e8640497613a5eb4b,177824,1,renz,10,8,9,8
155,677d856e8640497613a5eb55,214848,2,renz,9,2,2,3
156,677d856e8640497613a5eb66,55458,1,renz,8,10,10,9
157,677d856e8640497613a5ebb3,282572,1,renz,1,1,1,1
158,677d856e8640497613a5ebc4,50507,1,renz,10,8,10,9
159,677d856e8640497613a5ebdd,158548,1,renz,10,9,9,9
160,677d856e8640497613a5ebe3,34,1,renz,10,10,9,10
161,677d856e8640497613a5ebec,90145,1,renz,9,8,8,8
162,677d856e8640497613a5ea31,194956,2,renz,9,9,10,9
163,677d856e8640497613a5ea49,353915,1,renz,10,6,8,7
164,677d856e8640497613a5ea54,423935,1,renz,10,10,8,10
165,677d856e8640497613a5ea59,480776,2,renz,10,8,10,9
166,677d856e8640497613a5ea6f,15653,1,renz,10,9,9,9
167,677d856e8640497613a5ea71,550349,2,renz,10,8,7,8
168,677d856e8640497613a5ea74,553827,1,renz,10,4,4,6
169,677d856e8640497613a5ea7b,211860,1,renz,8,4,6,4
170,677d856e8640497613a5ea7e,565269,1,renz,1,10,10,2
171,677d856e8640497613a5ea85,70952,3,renz,10,8,10,9
172,677d856e8640497613a5ea8e,392837,2,renz,10,10,10,10
173,677d856e8640497613a5ea9a,209923,1,renz,8,10,8,9
174,677d856e8640497613a5ea9d,49,1,renz,1,10,10,1
175,677d856e8640497613a5eabe,456782,2,renz,10,10,10,10
176,677d856e8640497613a5eabf,456782,3,renz,10,9,9,10
177,677d856e8640497613a5eaf1,102625,1,renz,9,10,10,9
178,677d856e8640497613a5eb06,104304,1,renz,9,9,9,9
179,677d856e8640497613a5eb11,147546,1,renz,4,7,9,4
180,677d856e8640497613a5eb1d,134597,2,renz,9,9,6,8
181,677d856e8640497613a5eb46,354126,2,renz,10,8,7,8
182,677d856e8640497613a5eb53,491430,1,renz,10,9,8,9
183,677d856e8640497613a5eba1,175584,2,renz,8,10,10,8
184,677d856e8640497613a5ebb9,98385,3,renz,10,7,8,7
185,677d856e8640497613a5ebbc,356888,2,renz,10,7,6,8
186,677d856e8640497613a5ebc1,259097,1,renz,9,7,9,9
187,677d856e8640497613a5ebdb,309,2,renz,7,9,9,8
188,677d856e8640497613a5ea0f,398575,3,renz,1,10,10,1
189,677d856e8640497613a5ea1a,67269,2,renz,8,2,2,4
190,677d856e8640497613a5ea34,7730,2,renz,1,4,3,3
191,677d856e8640497613a5ea3e,111376,1,renz,10,10,9,10
192,677d856e8640497613a5ea51,560311,1,renz,10,10,10,10
193,677d856e8640497613a5ea5a,129062,1,renz,3,1,1,2
194,677d856e8640497613a5ea64,313345,1,renz,6,3,7,4
195,677d856e8640497613a5ea65,313345,2,renz,7,10,10,8
196,677d856e8640497613a5ea6a,403265,3,renz,1,4,7,1
197,677d856e8640497613a5ea77,332877,1,renz,9,9,10,9
198,677d856e8640497613a5ea84,70952,2,renz,6,3,3,3
199,677d856e8640497613a5ea9f,49,3,renz,3,4,3,3
200,677d856e8640497613a5eaa0,77596,1,renz,9,9,10,9
201,677d856e8640497613a5eab5,82679,1,renz,10,9,7,8
202,677d856e8640497613a5ead2,219590,2,renz,10,9,9,10
203,677d856e8640497613a5eb1b,466845,1,renz,10,1,1,2
204,677d856e8640497613a5eb1e,574250,1,renz,9,10,10,9
205,677d856e8640497613a5eb23,75065,2,renz,6,9,10,8
206,677d856e8640497613a5eb30,337180,1,renz,10,4,8,6
207,677d856e8640497613a5eb51,308192,1,renz,8,10,10,8
208,677d856e8640497613a5eb5c,362944,1,renz,7,10,9,8
209,677d856e8640497613a5eb6a,145741,1,renz,10,9,1,7
210,677d856e8640497613a5eb7e,109776,2,renz,10,10,9,10
211,677d856e8640497613a5eb80,237569,2,renz,9,4,9,6
212,677d856e8640497613a5eb85,187866,2,renz,10,6,8,6
213,677d856e8640497613a5ebd7,572804,2,renz,10,10,9,10
214,677d856e8640497613a5ebeb,265748,3,renz,10,7,7,8
215,677d856e8640497613a5ea55,423935,2,renz,10,9,10,10
216,677d856e8640497613a5ea5b,129062,2,renz,3,7,7,3
217,677d856e8640497613a5ea5c,129062,3,renz,9,8,7,8
218,677d856e8640497613a5ea5f,538741,1,renz,10,10,9,10
219,677d856e8640497613a5ea69,403265,2,renz,10,3,4,4
220,677d856e8640497613a5ea89,336015,2,renz,10,10,8,9
221,677d856e8640497613a5ea94,426040,1,renz,10,10,10,10
222,677d856e8640497613a5ea99,329847,3,renz,10,6,6,7
223,677d856e8640497613a5eac4,315319,1,renz,10,9,10,10
224,677d856e8640497613a5eacf,58268,2,renz,10,10,10,10
225,677d856e8640497613a5ead3,151,1,renz,10,7,8,8
226,677d856e8640497613a5eae1,44437,2,renz,9,2,2,3
227,677d856e8640497613a5eae5,510027,3,renz,9,10,10,9
228,677d856e8640497613a5eaf0,25989,3,renz,9,10,10,10
229,677d856e8640497613a5eaf5,272405,2,renz,9,8,8,8
230,677d856e8640497613a5eb01,121612,1,renz,10,9,10,9
231,677d856e8640497613a5eb0d,557105,3,renz,3,10,10,4
232,677d856e8640497613a5eb15,90192,1,renz,10,10,10,10
233,677d856e8640497613a5eb19,182759,3,renz,2,8,9,3
234,677d856e8640497613a5eb2e,493074,2,renz,1,10,10,1
235,677d856e8640497613a5eb31,337180,2,renz,9,6,10,7
236,677d856e8640497613a5eb4e,266961,1,renz,8,10,10,8
237,677d856e8640497613a5eb54,214848,1,renz,10,6,6,7
238,677d856e8640497613a5eb59,417830,1,renz,10,7,6,7
239,677d856e8640497613a5eb92,365258,2,renz,8,9,9,9
240,677d856e8640497613a5eb96,45999,1,renz,8,6,8,7
241,677d856e8640497613a5ebbe,520480,1,renz,10,9,8,10
242,677d856e8640497613a5ebc3,259097,3,renz,8,7,7,7
243,677d856e8640497613a5ebd1,249441,2,renz,10,8,9,9
244,677d856e8640497613a5ebd8,572804,3,renz,10,2,2,3
245,677d856e8640497613a5ebe4,34,2,renz,10,9,9,10
246,677d856e8640497613a5ea0c,523394,1,renz,9,10,9,9
247,677d856e8640497613a5ea43,853,1,renz,10,10,10,10
248,677d856e8640497613a5ea67,184184,2,renz,10,10,10,10
249,677d856e8640497613a5ea68,403265,1,renz,3,10,10,3
250,677d856e8640497613a5ea82,267300,2,renz,10,10,10,10
251,677d856e8640497613a5eaa3,43425,3,renz,9,9,10,9
252,677d856e8640497613a5eaad,540816,1,renz,7,6,8,7
253,677d856e8640497613a5eaaf,333551,1,renz,10,10,10,10
254,677d856e8640497613a5eabb,483587,1,renz,10,10,10,10
255,677d856e8640497613a5eb0e,415314,1,renz,10,10,9,10
256,677d856e8640497613a5eb14,357865,3,renz,9,10,10,10
257,677d856e8640497613a5eb42,393224,2,renz,3,10,10,3
258,677d856e8640497613a5eb7a,422921,1,renz,8,3,6,6
259,677d856e8640497613a5eb7c,422921,3,renz,8,9,10,8
260,677d856e8640497613a5eb83,221222,1,renz,9,10,10,9
261,677d856e8640497613a5eb9c,150812,1,renz,10,6,6,6
262,677d856e8640497613a5eb9e,177572,1,renz,10,9,10,10
263,677d856e8640497613a5ebb7,98385,1,renz,10,10,10,10
264,677d856e8640497613a5ebbf,566041,1,renz,10,9,9,9
265,677d856e8640497613a5ebc0,566041,2,renz,10,10,10,10
266,677d856e8640497613a5ebd9,204863,1,renz,10,6,6,8
267,677d856e8640497613a5ea08,392687,1,renz,10,10,10,10
268,677d856e8640497613a5ea14,532493,2,renz,10,10,10,10
269,677d856e8640497613a5ea18,112286,3,renz,2,2,3,2
270,677d856e8640497613a5ea2b,524924,3,renz,1,7,6,1
271,677d856e8640497613a5ea30,194956,1,renz,9,9,8,9
272,677d856e8640497613a5ea37,172537,3,renz,1,6,6,1
273,677d856e8640497613a5ea3b,5434,1,renz,10,7,9,8
274,677d856e8640497613a5ea4e,529376,1,renz,10,10,10,10
275,677d856e8640497613a5ea50,529376,3,renz,10,8,9,9
276,677d856e8640497613a5ea6b,393243,1,renz,10,9,9,9
277,677d856e8640497613a5ea73,335479,1,renz,1,1,1,1
278,677d856e8640497613a5ea8f,392837,3,renz,8,1,1,2
279,677d856e8640497613a5ea92,92009,3,renz,1,7,10,2
280,677d856e8640497613a5ea97,329847,1,renz,10,10,10,10
281,677d856e8640497613a5eaab,129587,2,renz,10,8,9,9
282,677d856e8640497613a5eade,178403,2,renz,9,9,10,9
283,677d856e8640497613a5eadf,178403,3,renz,7,7,7,7
284,677d856e8640497613a5eaf4,272405,1,renz,9,10,10,10
285,677d856e8640497613a5eb03,13914,1,renz,8,10,10,8
286,677d856e8640497613a5eb17,182759,1,renz,10,10,10,10
287,677d856e8640497613a5eb26,382564,1,renz,9,8,7,8
288,677d856e8640497613a5eb34,140513,2,renz,9,7,6,7
289,677d856e8640497613a5eb35,142400,1,renz,10,10,9,10
290,677d856e8640497613a5eb37,417814,1,renz,10,8,8,9
291,677d856e8640497613a5eb48,429011,1,renz,2,4,10,2
292,677d856e8640497613a5eb57,215135,2,renz,8,9,8,8
293,677d856e8640497613a5eb7b,422921,2,renz,8,8,9,8
294,677d856e8640497613a5eb81,237569,3,renz,10,10,9,10
295,677d856e8640497613a5eb8f,106772,2,renz,10,10,10,10
296,677d856e8640497613a5eba9,501972,3,renz,8,4,4,6
297,677d856e8640497613a5ebca,3131,2,renz,8,4,6,6
298,677d856e8640497613a5ebd0,249441,1,renz,4,3,4,3
299,677d856e8640497613a5ebdc,357220,1,renz,10,6,7,7
300,677d856e8640497613a5ebf7,206622,2,renz,10,10,10,10
301,677d856e8640497613a5ea12,17320,3,renz,9,10,6,7
302,677d856e8640497613a5ea21,381112,3,renz,8,7,8,8
303,677d856e8640497613a5ea28,235802,2,renz,10,9,9,10
304,677d856e8640497613a5ea3a,422328,3,renz,9,9,10,9
305,677d856e8640497613a5ea3d,5434,3,renz,1,9,9,1
306,677d856e8640497613a5ea40,57350,2,renz,9,9,10,9
307,677d856e8640497613a5eab0,333551,2,renz,8,8,8,8
308,677d856e8640497613a5eabc,483587,2,renz,10,10,10,10
309,677d856e8640497613a5eac0,369969,1,renz,10,6,7,7
310,677d856e8640497613a5eaea,459272,2,renz,10,6,6,7
311,677d856e8640497613a5eafb,2585,2,renz,10,8,9,9
312,677d856e8640497613a5eb04,163114,1,renz,10,9,9,10
313,677d856e8640497613a5eb28,155790,1,renz,10,10,10,10
314,677d856e8640497613a5eb43,178928,1,renz,10,6,6,6
315,677d856e8640497613a5eb44,178928,2,renz,7,7,9,7
316,677d856e8640497613a5eb4c,177824,2,renz,1,4,4,1
317,677d856e8640497613a5eb56,215135,1,renz,10,10,10,10
318,677d856e8640497613a5eb5f,352426,1,renz,9,7,7,8
319,677d856e8640497613a5eb74,262161,1,renz,1,3,3,1
320,677d856e8640497613a5eb86,458821,1,renz,10,10,9,10
321,677d856e8640497613a5eb8d,450597,3,renz,10,9,7,9
322,677d856e8640497613a5eb98,45999,3,renz,10,10,10,10
323,677d856e8640497613a5ebad,190360,1,renz,10,7,7,7
324,677d856e8640497613a5ebb4,282572,2,renz,2,1,1,1
325,677d856e8640497613a5ebef,254387,1,renz,2,7,10,2
326,677d856e8640497613a5ebf4,229301,2,renz,8,10,10,8
327,677d856e8640497613a5ebf9,26735,1,renz,9,9,9,9
328,677d856e8640497613a5ea0a,392687,3,renz,1,1,1,1
329,677d856e8640497613a5ea56,357903,1,renz,10,10,10,10
330,677d856e8640497613a5ea57,357903,2,renz,9,10,10,9
331,677d856e8640497613a5ea66,184184,1,renz,9,9,9,9
332,677d856e8640497613a5ea81,267300,1,renz,10,10,10,10
333,677d856e8640497613a5ea87,393375,2,renz,10,10,10,10
334,677d856e8640497613a5ea9e,49,2,renz,9,2,2,3
335,677d856e8640497613a5eaa7,181699,1,renz,10,7,7,7
336,677d856e8640497613a5eaa8,181699,2,renz,10,8,9,9
337,677d856e8640497613a5eac1,369969,2,renz,9,10,10,10
338,677d856e8640497613a5eac3,465301,1,renz,10,9,9,9
339,677d856e8640497613a5eace,58268,1,renz,10,9,10,10
340,677d856e8640497613a5ead0,58268,3,renz,10,6,8,8
341,677d856e8640497613a5eafa,2585,1,renz,10,6,6,7
342,677d856e8640497613a5eaff,96497,1,renz,8,7,8,7
343,677d856e8640497613a5eb07,104304,2,renz,9,9,10,9
344,677d856e8640497613a5eb61,352426,3,renz,10,7,8,8
345,677d856e8640497613a5eb67,24629,1,renz,10,9,9,10
346,677d856e8640497613a5eb70,371643,3,renz,1,3,3,1
347,677d856e8640497613a5eb71,7996,1,renz,10,8,9,8
348,677d856e8640497613a5eb76,262161,3,renz,1,1,1,1
349,677d856e8640497613a5eb7d,109776,1,renz,1,7,3,1
350,677d856e8640497613a5eba0,175584,1,renz,10,10,10,10
351,677d856e8640497613a5ebb5,282572,3,renz,2,8,8,2
352,677d856e8640497613a5ebba,29324,1,renz,9,8,8,8
353,677d856e8640497613a5ebc6,512576,1,renz,10,9,10,10
354,677d856e8640497613a5ebc9,3131,1,renz,3,9,10,3
355,677d856e8640497613a5ebcd,273560,2,renz,10,9,10,10
356,677d856e8640497613a5ebdf,240967,1,renz,10,10,10,10
357,677d856e8640497613a5ebe0,240967,2,renz,10,6,6,7
358,677d856e8640497613a5ebf3,229301,1,renz,3,8,10,3
359,677d856e8640497613a5ea07,142585,1,renz,9,9,7,8
360,677d856e8640497613a5ea0b,139276,1,renz,10,1,2,3
361,677d856e8640497613a5ea27,235802,1,renz,10,10,8,5
362,677d856e8640497613a5ea33,7730,1,renz,10,9,8,9
363,677d856e8640497613a5ea5e,291861,1,renz,10,9,10,10
364,677d856e8640497613a5ea61,122896,1,renz,10,10,10,10
365,677d856e8640497613a5ea70,550349,1,renz,10,10,10,10
366,677d856e8640497613a5ea72,573453,1,renz,1,6,6,1
367,677d856e8640497613a5ea7a,54492,3,renz,1,8,8,1
368,677d856e8640497613a5ea7f,565269,2,renz,10,6,7,6
369,677d856e8640497613a5ea8a,336015,3,renz,10,6,6,7
370,677d856e8640497613a5ea8c,319096,2,renz,1,7,7,2
371,677d856e8640497613a5ea8d,392837,1,renz,8,8,7,8
372,677d856e8640497613a5eaa2,43425,2,renz,10,10,10,10
373,677d856e8640497613a5eaca,580685,3,renz,10,9,9,10
374,677d856e8640497613a5ead5,234956,2,renz,10,9,10,10
375,677d856e8640497613a5ead7,450129,1,renz,9,10,8,9
376,677d856e8640497613a5ead8,450129,2,renz,9,10,9,9
377,677d856e8640497613a5eb18,182759,2,renz,10,10,10,10
378,677d856e8640497613a5eb20,563122,2,renz,7,6,7,7
379,677d856e8640497613a5eb24,75065,3,renz,10,7,8,9
380,677d856e8640497613a5eb40,565012,2,renz,10,8,8,9
381,677d856e8640497613a5eb6e,371643,1,renz,1,6,7,2
382,677d856e8640497613a5eb9b,409181,1,renz,10,9,8,9
383,677d856e8640497613a5eb9f,177572,2,renz,10,6,7,7
384,677d856e8640497613a5ebb0,531495,1,renz,3,9,9,4
385,677d856e8640497613a5ebda,309,1,renz,2,7,9,3
386,677d856e8640497613a5ebe1,475645,1,renz,9,9,9,9
387,677d856e8640497613a5ebed,108871,1,renz,1,9,9,2
388,677d856e8640497613a5ebf8,206622,3,renz,10,6,7,7
389,677d856e8640497613a5ea2d,80932,1,renz,10,10,10,10
390,677d856e8640497613a5ea48,289514,3,renz,8,1,1,1
391,677d856e8640497613a5ea96,393271,1,renz,10,10,10,10
392,677d856e8640497613a5ea9b,209923,2,renz,10,10,10,10
393,677d856e8640497613a5eaaa,129587,1,renz,10,9,9,10
394,677d856e8640497613a5eab3,536073,2,renz,9,9,9,9
395,677d856e8640497613a5eab4,536073,3,renz,10,10,10,10
396,677d856e8640497613a5eab9,153639,2,renz,10,8,8,8
397,677d856e8640497613a5eac9,580685,2,renz,2,10,10,2
398,677d856e8640497613a5ead4,234956,1,renz,4,10,1,3
399,677d856e8640497613a5eae6,57357,1,renz,10,6,7,7
400,677d856e8640497613a5eae9,459272,1,renz,10,9,10,10
401,677d856e8640497613a5eaf2,102625,2,renz,1,9,9,1
402,677d856e8640497613a5eaf7,50151,1,renz,6,10,10,7
403,677d856e8640497613a5eafd,236599,1,renz,10,6,6,7
404,677d856e8640497613a5eb16,90192,2,renz,10,9,9,9
405,677d856e8640497613a5eb2f,493074,3,renz,10,8,8,9
406,677d856e8640497613a5eb39,205344,1,renz,1,4,4,1
407,677d856e8640497613a5eb41,393224,1,renz,10,10,10,10
408,677d856e8640497613a5eb5a,417830,2,renz,1,10,9,1
409,677d856e8640497613a5eb5b,417830,3,renz,10,7,9,8
410,677d856e8640497613a5eb62,577847,1,renz,9,8,8,9
411,677d856e8640497613a5eb65,24585,1,renz,10,7,9,7
412,677d856e8640497613a5eb72,7996,2,renz,9,9,10,9
413,677d856e8640497613a5eb73,7996,3,renz,8,9,6,8
414,677d856e8640497613a5eb79,204837,1,renz,9,9,9,9
415,677d856e8640497613a5eb7f,237569,1,renz,10,10,10,10
416,677d856e8640497613a5eb82,535902,1,renz,10,9,9,9
417,677d856e8640497613a5eb88,142510,2,renz,9,10,10,10
418,677d856e8640497613a5ebb8,98385,2,renz,10,10,10,10
419,677d856e8640497613a5ebd5,106508,2,renz,7,8,10,8
420,677d856e8640497613a5ebee,108871,2,renz,1,7,9,1
421,677d856e8640497613a5ebf1,292451,2,renz,9,9,9,9
422,677d856e8640497613a5ea20,381112,2,renz,1,8,8,1
423,677d856e8640497613a5ea24,544114,3,renz,9,9,10,9
424,677d856e8640497613a5ea2c,203920,1,renz,8,9,9,9
425,677d856e8640497613a5ea47,289514,2,renz,10,9,8,8
426,677d856e8640497613a5ea4c,299200,3,renz,9,2,6,2
427,677d856e8640497613a5ea4f,529376,2,renz,10,8,8,8
428,677d856e8640497613a5ea53,581668,1,renz,4,10,10,4
429,677d856e8640497613a5ea5d,417832,1,renz,10,7,8,8
