id,name
182,turn two big red bubbles into one
183,turn six people into five
184,turn three children into two
185,turn three mushrooms into two
186,turn five moons into four
187,place the black car under the white car
188,place the pencil to the right of the eraser
189,place sunglasses on top of the shoes
190,move the calf to the side of the big calf
191,show the puppy lying on the carpet
192,place the scissors on the book
193,move the plants forward
194,place the pomegranate inside the plate
195,show the little yellow duck swimming to the right side of the lake
196,place the crow in the upper left corner
197,show the duck facing the keyboard
198,place the tree on the right side of the picture
199,show the ducks facing the lake
200,place the pen in the middle of the notebook
201,place the small object on the left
202,show the small camel facing the two large camels
203,show the puppy facing the left side of the head
204,place half of the pear on the left side of the whole pear
205,place the pen on top of the book
206,place raspberries on the outside of the plate
207,place the willow leaves on the outside of the plate
208,place the bananas horizontally
209,place the old man on the right side of the sleigh car
210,place the turtle on the far left
211,place the leaves on the left side of the frame
212,place the three balls close together
213,place the leaves horizontally
214,move the apple from right to left
215,place the flowers in the upper left corner
216,swap the green ball with the red object
217,place the red object on the left side of the frame
218,place the woman on the right side of the man
219,place the apple in the bottom right corner of the coffee
220,swap the ice cream on the far right to the top
221,place the spider in the bottom left corner
222,show the man walking in the middle of the sea
223,place the cup on the left side of the table
224,place the pencil on the left side of the notebook
225,place the pen under the glasses
226,place the flowers to the left of the coffee
227,place the spoon in the lower right corner of the soup bowl
228,spread the spoons on the table
229,change the position of the tomatoes
230,show the bird standing on the right
231,place the deer in the lower right corner
232,place the salad on the left side of the table
233,place the lemon in the lower left corner
234,change the plane's flight path
235,move the vase to the right
236,swap letters and people
237,place the tennis ball on the right
238,place the ferris wheel in the middle
239,place the petals at the bottom
240,place the snow fox in the snow on the right
241,add a branch of flowers on the left
242,place the text on the underside of the paper
243,place the spoon on the left
244,move the little zebra close to the big zebra
245,move the pink flower forward
246,place the orange on the left
247,move the bull to the right
248,move the model on the right to the left
249,move the potted plant on the left to the right
250,move the chair on the right to the left
251,change the computers and mobile phones into white plates
252,move the essence night on the stone to the right
253,move the bird to the right
254,move the green ball to the left
255,place the cherries below
256,place the pen on the notebook
257,move the chair to the left
258,place the spoon on top
259,move the light bulb upwards
260,place the dog outside the door
261,place the frog to the left
262,move the flower to the left
263,move the cactus to the left
264,move the fox to the right
265,place the tomatoes underneath
266,move the bird onto the leaves
267,move people to the next hill
268,move the coffee cup to the bottom right corner
269,move the potted plant in front of the bottle
270,place the red maple leaves on the right-hand side
271,move the crystal cup to the right
272,move the strawberry to the bottom right corner
273,move the bird to the left
274,move the letter to the left
275,move the cat to the far left
276,place the fox behind you
277,move the birds and branches to the left
278,move the coconut flesh forward
279,tilt the small boat forward
280,move the flowers to the left
281,move the cactus to the far right
282,move the pony backward
283,move the green plants to the left
284,move the puppy to the left
285,show the kitten lying on its stomach
286,show the kitten raising its paws
287,turn into a bear
288,turn into a tulip
289,"of the 3 bonsai, only the red one is left"
290,turn into a small red flower
291,turn into a red tomato
292,change many into seven grapes
293,turn into a pair of shoes
294,turn into a horse
295,"of the four firefighters, only the one furthest from the door stayed"
296,turn a bunch of flowers into one flower
297,change four into one white bird
298,turn into a hot air balloon
299,turn into a pink flower
300,turn into a red fruit
301,change to four people
302,turn into a shrimp
303,change to two people
304,turn into a jellyfish
305,change to five people
306,turn into a flower
307,turn into four sliced oranges
308,turn into three flowers
309,turn into two lemons
310,turn into three strawberries
311,turn into six gourds
312,turn into a wild goose
313,turn into two orange flowers
314,turn into a girl
315,turn into a bowl of eggs
316,turn into four cookies
317,only one woman was left out of the four people in the room
318,turn into four cherry tomatoes
319,turn into three pumpkins
320,put down your left hand
321,thumbs up with the left hand
322,the hands open
323,the hands up
324,the left hand opens
325,the right hand raises
326,replace the green pattern and letters on the boy's blue short sleeve with a black pattern and white letters
327,replace the green leaf in the bottom right corner of the plate with a brown cookie
328,replace the white flowers with a bunch of pink flowers
329,replace the black and white football on the left with a blue and white one
330,change the orange flowers from two to one
331,replace the red flower on the right with a white flower
332,add a green caterpillar to the red flower in the middle
333,add a bird to the middle of the stone
334,add a bird to the sea
335,replace the pineapple with a leaf
336,replace the pink flower on the left with a yellow flower
337,replace the nearby river with land covered with trees
338,replace the white light ball on the right with red
339,replace a woman's long brown hair with short yellow hair
340,change the child's hat to a black one
341,change the number of pink flowers from six to three
342,change the polar bear population from three to one
343,change the number of people from two to one
344,replace the white lighter with a black one
345,replace brown eyes with blue eyes
346,change the flower on the left to white
347,replace the left apple with an orange
348,replace the green tomato on the right with red
349,replace one strawberry on the top of the cupcake in the bottom left with four blueberries
350,replace the front blue cupcake in the middle of the glass tray with a white cupcake
351,replace the long hair of the woman on the right with short brown hair
352,change the middle woman's yellow dress to black
353,replace men's clothes with yellow casual wear
354,replace the green and gray shorts of the boy in the middle of the crowd with red and white shorts
355,replace the hair of the woman on the left with short brown hair
356,add a squirrel on the ground to the right
357,turn the balls hanging from the branches silver
358,add a bird to the sky
359,add a purple bottle to the left
360,add a dog to the left of the grass
361,replace the black lighter with a silver lighter
362,replace the white flowers the woman is holding with pink ones
363,change the black pants of the woman on the left to blue
364,replace the boy's blue and white clothes with black
365,replace the red vest worn by the man with black
366,replace the pink flower in the white vase on the right with a white flower
367,replace the white bag with a black one
368,replace the boy's blue hat with a black one
369,change the starfish to purple
370,removing the horse without a lowered head makes the number of horses go from 2 to 1
371,change the gray clothes of the man on the left to white
372,swap men's black shorts for blue ones
373,replace a banana with a maple leaf
374,replace the white mask with a blue one
375,replace the pink flower in the left shoe with blue
376,replace the red flower with a slightly blooming white one
377,add a car in the middle of the road
378,swap the boy's blue clothes for a black sleeveless vest
379,add a blue car on the left side of the road
380,change the football to black and white
381,change the flower on the left side of the girl's hair to purple
382,replace the white petals with pink and yellow ones
383,replace the pink flowers with blue ones
384,replace the three yellow flowers in the middle with three white flowers
385,replace the snowflake pattern on the second block from the left with the letter y
386,place the woman's left arm flat at her side
387,place the boy's arms vertically in front of him
388,let the woman's right arm hang down naturally
389,place a woman's arms in front of her
390,hold the child's left arm down
391,open the woman's hand
392,make a fist of the man's hand
393,stand the girl with her right leg straight
394,put the girl's hands up
395,put the fox's tail up
396,bend the camel's head
397,raise the dog's head and look to the left
398,open all the fingers of one hand
399,turn the woman's open left hand into a fist position
400,take the girl's hand from under her face and put it in her sleeve
401,turn the woman's arm into a vertical drop
402,change the way the child grips the door handle tightly to gently holding the door handle with the thumb out
403,lift a woman's hand and open her fingers
404,increase the number of white and red flowers in the lower left corner
405,bend one of the woman's arms slightly
406,hold one arm of the child down against the clothes
407,increase the number of pink flowers on the right
408,drop the hand of the woman holding the white object
409,turn the girl's hand over her mouth into the index finger over her mouth and the other fingers together
410,turn a woman's arm that is bent in front of her into a straight arm
411,turn the boy's hanging arms into akimbo
412,turn the open hand of the girl on the left into a fist
413,turn the man's combined hands into two separate fists
414,turn a woman's hand on the table into one under the table
415,increase the number of middle sunflowers
416,turn the boy's bent arm into a droop
417,put the hand of the woman on the left behind her back
418,turn the giraffe around and eat the leaves
419,hang down the arm of the man in the black suit on the left
420,change the man from holding a racket with one hand to holding a racket with both hands
421,spread the bird's wings
422,lift one of the woman's arms
423,move the hand of the child behind from down to the shoulder of the child on the left
424,turn one lotus pod into two
425,put the man's hand with toothpaste down by his side
426,turn three red flowers into two
427,turn three green apples into one
428,replace three red flowers with two
429,turn four oranges into three
430,turn the two slices of pizza in the bottom right corner into a small piece
431,reduce the number of black birds in the water
432,turn two apples into one
433,turn three peeled pomegranates into one
434,turn the boy's hair blonde
435,reduce the number of sunflowers on a man's face
436,open the right hand of the woman
437,unroll the woman's hand on the tub
438,hold out the index and ring fingers of one of the man's hands
439,turn two orange fruits into one
440,bend the kitten's ears down
441,place the tail of the cat in the center
442,drop the boy's arm
443,"put one hand behind the back of the child in red, raise the other hand, and point out the index finger and thumb"
444,put the man's left hand in a fist and thumb out
445,let the man salute with one hand
446,let the child bite a hand
447,change the cat's tail from the front to the back
448,separate the cat's two front legs
449,hold out one paw of the kitten
450,place the boy's hand in a fist in front of him
451,spread the child's legs apart
452,hold a white tube in one of the man's hands
453,hold out the man's three fingers
454,raise the man's left hand in greeting
455,change the boy's eyes to black
456,change the eyes of the child on the right to blue
457,turn six blue balls into five
458,reduce the number of stickers around the red handle to seven
459,reduce the amount of brown snacks on the right plate
460,reduce the number of umbrellas on the beach
461,turn four lemon slices into two
462,reduce the number of pink flowers in the bottom left corner
463,reduce the number of green leaves in the upper left corner
464,lift the cat's right paw
465,bend the dog's ears
466,raise the child's left hand
467,put the raised hand of the girl on the left behind the girl on the right
468,lift the boy up one hand
469,reduce the number of brown capsules on top
470,reduce the number of yellow and white flowers in the middle
471,turn two apples on the tree into one
472,reduce the number of leaves from six to three
473,add a coffee
474,remove the kitten
475,the yellow puppy lowers its head
476,a boy clenches his hands
477,the puppy tilts its head
478,put your hands down
479,put the girl's hands down
480,put the girl's left hand down
481,tilt the girl's head to look to the side
482,the girl has one hand on the waist
483,the sika deer twist their heads
484,a lady looks up at the sky
485,turn into two tulips
486,turn into a white lily of the valley flower
487,turn into six blueberries
488,change four into one person
489,turn one plate into three blueberries
490,only the uppermost of the eleven moons remain
491,change to four paper stars on the table
492,turn into eight blueberries
493,turn into a boy
494,change into a girl alone
495,turn into a dog
496,turn into two flowers
497,turn into a ship
498,turn into a camera
499,turn into three butterflies
500,turn into four flowers
501,turn into two dandelions
502,add a bird flying
503,"of the four, only the one in the hat remains"
504,turn into two pink flowers
505,turn into a rabbit
506,turn into three apples
507,turn into four red mushrooms
508,show two birds flying side by side
509,remove the man
510,move your mouse over the computer
511,tennis ball attached to tennis racket
512,place white balls on the ground
513,place the ball behind the boy in white
514,place the green ball on the ground
515,show the girl stomping the ball on the ground
516,show the tennis ball flying to the racket
517,the spoon was taken out of the bowl and placed on the table
518,move the ball to the feet of the girl in red
519,place the ball on the racket
520,move the plane to fly over the street lights
521,move the blue frisbee to the grass
522,move the soccer ball to the feet of the girls
523,change the standing bird to flying in the sky
524,move the ball to the front
525,place small flowers on top of the food
526,place the ball on the ground behind the girl
527,move the plane into the sky and fly over
528,place two white seeds on top
529,move the yellow tulips to the left
530,move the green leaves to the lower right
531,move the ball to the right back of the puppy
532,move a strawberry to the cake
533,place the green tennis ball next to the puppy
534,move the kite from the top to the middle
535,reverse the green floret and the yellow floret
536,move the bird to fly in the sky
537,move the bird over the sky
538,move the green ball from the side of the mouth to the side
539,move the tennis ball behind the net
540,move two small tomatoes on top of the burger
541,place potted plants on the floor
542,move the red hydrant to the left
543,swap the hamburgers and sunglasses
544,the spoon is stuck in the ice cream
545,move the love to the place below
546,change the position of the football
547,move the ball to the back
548,move the red apple to the left
549,move the moon below
550,transfer the strawberries to a milkshake
551,move your hand to the left
552,change the position of the yellow lemon
553,place one strawberry into a milkshake cup
554,place the tomatoes to the left of the green leaves
555,place two yellow flowers in the middle of the table
556,swap the locations of green apples and honey water
557,move the spoon to the tabletop board
558,move the starfish to the top right
559,move the fork to the left side of the plate
560,move the green ball to the side
561,swap the mushrooms and tomatoes
562,swap the strawberries and kiwi
563,change the position of the water cup and the eggshell
564,move the glasses under the camera
565,move the moon upwards
566,move the ball into the air
567,move your mouse to the left of your computer
568,move the white astronaut toy to the left
569,move the knife to the white table
570,move a cup of coffee to the left
571,move the dog next to the girl
572,move the mouse from the top to the black desktop
573,move the tomatoes below to the middle
574,move the green potted plant to the left
575,move the apples from the top to the side of the halfway apples
576,move the fork next to the plate
577,move the apple to the table
578,swap the strawberries and mulberries
579,move the white boat over the river
580,move your phone to the left side of your computer
581,change the bananas from three to two
582,change the blue helmet to a black helmet
583,change the black clothes to red clothes
584,change the zebras from three to two
585,change the green hat to a black hat
586,change the white pants to black pants
587,change the orange hat to a pink hat
588,change the pink flowers to white flowers
589,the national flag changes from three sides to two sides
590,the cake changes from two to one
591,the number of grapes reduces from thirteen to eight
592,eleven cookies become nine cookies
593,the tree changes from one to two
594,the flower changes from one to two
595,the number of yellow flowers decreases
596,the flowers change from three to two
597,the orange juice changes from two cups to one cup
598,the exhaust holes change from two to one
599,the flowers change from three to one
600,the trees change from two to one
601,three plates of pie change to two plates
602,the yellow flowers change from four to one
603,the leaves change from four to one
604,the number of jellyfish changes from four to one
605,four flowers become two flowers
606,the cranes change from two to one
607,the number of tomatoes changes from four to three
608,the tree changes from three to one
609,the number of shoes reduces from one pair to one
610,the donuts change from six to two
611,the number of medicines on the ground reduces to two boards
612,the number of tomatoes reduces to four
613,the number of strawberries reduces to two
614,the number of ducks reduces to one
615,the number of birds reduces from two to one
616,the number of flowers reduces to three
617,three eggs reduce to two eggs
618,the number of drinks reduces from three bottles to one
619,the number of elephants reduces from three to one
620,the number of flowers increases from one to two
621,the number of sunflowers reduces to four
622,the number of cattle increases to two
623,the number of kiwi slices increases to two
624,the number of pumpkins reduces to three
625,the number of yellow flowers reduces to six
626,the number of purple flowers reduces to two
627,the quantity of pizza reduces to one piece
628,the number of giraffes reduces to one
629,the number of toothbrushes becomes one
630,the number of bears reduces to one
631,the number of ducks reduces to three
632,a hand bowl is raised
633,change the position of your hand
634,the girl has two hands together
635,change clothes
636,a lady raises her hand
637,the lady's hand is on the dress
638,a boy's right hand on his clothes is out of sight
639,the boy holds one hand in his pocket
640,pants turn into a skirt
641,remove the dancing girls
642,remove three people from the grass
643,remove the children from the beach
644,remove the sky balloon
645,remove two men from the river
646,remove the horse
647,remove the right girl
648,place the apples in front of the plate
649,change coffee to green plants
650,change your dress to a long white dress
651,add a banana
652,hold the collar of the sweater
653,add a flower cake to the basin
654,the girl's arms on her legs are raised
655,turn into a cake
656,remove anything from the water except the fountain
657,remove the sika deer
658,remove three people
659,add a stone
660,remove the green trees
661,change the headband
662,animals turn to stone
663,the hand against the clothes becomes palm up
664,switch to white tops and black dresses
665,add a bag of flowers
666,add a teddy bear
667,remove the trees beside the birds outside
668,switch to black short sleeves and white pants
669,the upturned nose becomes on the ground
670,hands under the clothes
671,add brown paper wrapped in yellow flowers
672,add an ear hair accessory
673,wear a red halter dress with a pink dress behind it
674,short blonde hair becomes bald
675,black pants turn into a black skirt
676,add a headband
677,put your hands down next to your clothes
678,add a bucket
679,switch to white short sleeves
680,hold your hands on your waist
681,change into a blue t-shirt
682,remove the man and the parachute
683,the orange hat becomes a red hat
684,add an apple
685,people change to cars
686,add a broken teddy bear
687,remove the man throwing the ball
688,people become big stones
689,the kitten turns to stone
690,switch to a brown hat
691,people become big barrels
692,add a top hat
693,add a flock of birds
694,the mirror turns into a red y sign
695,the number of giraffes changes from four to one
696,replace the guy with the baseball bat with an electric car
697,change the color of your clothes to black
698,add a picture
699,replace the cactus with flowers
700,become a little red flower
701,change to black short sleeves
702,black short sleeves turn white
703,people become buckets
704,hands under your clothes
705,change of clothes
706,add two pieces of watermelon
707,six trees turn into one
708,add a cup of coffee
709,turn the bucket red
710,put a hat on the girl's head
711,the white dress turns into a pink dress
712,nine pictures become two
713,add some fake flowers
714,remove the two haystacks to the right of the image
715,blonde hair becomes bald
716,people turn to stone
717,the blue barrels turn
718,turn into a pink floral dress
719,pants turn into a floral skirt
720,"of the four children, only the youngest remains"
721,turn into a bucket
722,turn into black pants
723,the round table turns into a little red flower
724,add half a pair of glasses
725,add garlands
726,add a bell
727,turn into a rock
728,add a puppy
729,add flowers
730,increased green leaves
731,turn into a white dress
732,add a little hot air balloon
733,change hat
734,long hair becomes short hair
735,hands behind the head
736,add a plane
737,add lion cubs
738,the body is slanting
739,the man turns to stone
740,add butterflies
741,increase greenery
742,turn into a green cup
743,change the color of the dress
744,change eye color
745,add an egg
746,increase the fire
747,one turns into five red umbrellas
748,the spire changes
749,change a boy's hairstyle
750,the number 5 turns into a red arrow
751,the coat turns into short sleeves
752,change the book cover
753,the flock becomes two sheep
754,the hairband becomes a hat
755,a lot of hair becomes bald
756,people become barrels
757,a boy makes a fist
758,dead grass turns into flowers
759,the ball turns into a bucket
760,add a sign
761,change the white hat to a black hat
762,transform a white shirt into a black blazer
763,remove pigeons
764,remove the tree
765,change the pattern to blue
766,change vegetables to steak
767,remove fireworks
768,change eye color to yellow
769,remove the bridge
770,remove red flowers
771,remove white marks
772,change purple clothes to black
773,change birds to leaves
774,change pink flowers to white flowers
775,remove glasses
776,change the screen to black
777,remove the boy
778,remove decorations
779,remove the middle giraffe
780,remove the flowerpot
781,change the red hat to a black hat
782,replace the eyepiece with a silver reflective sunglasses
783,remove the cup
784,change black clothes to white clothes
785,remove an instrument
786,remove the goat below
787,change red sweatpants to blue sweatpants
788,change purple stamens to yellow stamens
789,transform the flower bed into a pen holder
790,change black eyes to blue
791,change black feathers to white
792,remove the antenna
793,remove the island
794,remove black lines
795,remove the shadow
796,remove the book
797,remove the red building
798,remove the card issuer
799,remove the ripple
800,remove the watch
801,remove stones
802,remove the white balls
803,the man put his hands down and removed the drawing board to turn it into a table
804,remove plants
805,change the leaf color
806,change peaches to oranges
807,change the white top to a black top
808,remove hands
809,change the cocktail to orange juice
810,remove the vase
811,remove the stand
812,remove the sculpture
813,change blueberries to oranges
814,remove the grass
815,lower the pig's ears
816,remove the door at the entrance
817,remove wall letters
818,remove the light
819,remove bees
820,remove sunlight
821,change white flowers to red flowers
822,remove the deer
823,raise the man's right arm
824,change the yellow dress to a white dress
825,change white sneakers to white high heels
826,remove the boat
827,have the lady raise her left arm
828,remove mountains
829,add a pedestrian
830,remove weeds
831,remove clothes
832,empty the glass
833,remove windows
834,change withered grass to aloe vera
835,have the bird spread its wings
836,change yellow eyes to blue eyes
837,remove the floor
838,remove white paint
839,remove the doll
840,remove the man from the mountaintop
841,change black eyes to yellow eyes
842,remove the crowd
843,remove all the words on the train
844,replace the black hat of the big doll in the middle with a santa hat
845,have the lady lower her left arm
846,remove text
847,have the man raise his left arm
848,remove snails
849,add a bird
850,remove pine trees
851,have the horse raise its left front leg
852,have the lady raise her right arm
853,change yellow eyes to black eyes
854,remove the red rope
855,remove white flowers
856,remove the hole in the wall
857,remove leaves
858,remove the red light
859,remove the black figure
860,remove food
861,change the bird to stone
862,remove the pot
863,add snow
864,remove earrings
865,change bread to steak
866,remove the tattoo
867,change the gray briefcase to a black briefcase
868,have the dog prick up its ears
869,remove branches
870,change high heels to coffee
871,change the green top to black
872,change black eyes to blue eyes
873,remove toys and children
874,remove gloves
875,remove the red paint
876,remove the tree that has a different color than the surrounding trees
877,remove tables and chairs
878,add bees
879,add clouds
880,remove cyclists from country roads
881,change the black and white shirt to black
882,remove the penguin
883,have the boy stretch out his hands
884,make the bird fold its wings
885,woman raises her right hand as if to say hello
886,let the girl play with her hair with both hands
887,the woman in black cloth stretched out her right hand and spread out her four fingers
888,the tiger's lying action in the water turns into swimming
889,woman goes from jumping to standing normally
890,turns into a finger pointing at the display
891,make the bees in the flowers move like the bees outside
892,have the girl fold her hands
893,blue parrot with wings slightly open
894,have the woman hug her hands
895,let the girl open her hands
896,let the boy raise his hands
897,the man's right hand stretched out slightly
898,the puppy turns into a running action
899,the girl bent and raised her two hands
900,remove the two gloves and the snow
901,have the athlete swing the club
902,the girl in green and white clothes points with her right hand to the corner of the picnic mat
903,let the zebra raise its head
904,the girl moved some rackets down
905,the girl's hands were not flat on the bench
906,the players in blue are wearing long sleeves
907,have the boy hug his hands
908,the man's two sleeves turned light blue
909,the player's right foot twisted slightly outwards
910,let the girl keep her legs straight
911,let the man keep his hands in his pockets
912,let the dog raise its left front paw
913,have the boy raise his hands
914,let the dog squat
915,have the bird fold its wings
916,have the man move his hands
917,let the girl put her right hands on her legs
918,put the person's left hand behind the back
919,have the man cross his legs
920,have a person lift his leg
921,the boy's feet are standing side by side
922,have the little boy raise his arms
923,let the cat paw down
924,have the little bear turn his head
925,"the next second i continued swinging my racket, a tennis ball flew over"
926,have the boy open his hands
927,let the girl raise her hands
928,have the man stand on his legs
929,the boy lowered his hand holding the baseball bat
930,have the zebra raise its head
931,dog facing the sky sideways and removing glasses
932,have the man raise his arms
933,let the woman's finger move slightly
934,"let the boy raise his hand and make a ""six"" sign"
935,the trunk of the elephant in front is slightly bent
936,let the girl bend her arms
937,the two horns are bent backwards
938,"the pants change to blue shorts, and the action changes to a slight jump"
939,lower your right hand
940,let the cow stand
941,have the deer raise its head
942,let the giraffe raise its head
943,have the child hug hands
944,let the girls bend their legs
945,have the man in black cloth's hands hang down naturally
946,"the two feet are one in front of the other, and the pants are dark blue"
947,remove the tail
948,let the woman swing her arms
949,have the person stand vertically on both legs
950,let the person put his hands down
951,the child bends his legs and his pants turn black
952,from big palm to small palm
953,have the hands straightened
954,let the red panda raise its paws
955,make feathers smoother
956,the child's right hand made a scissors gesture
957,have the girl straighten one leg
958,let one person shut up and smile
959,have birds flutter their wings
960,have the little boy move with one arm
961,child with arms crossed over chest
962,have the swan bow its head
963,trump put down his right hand
964,have the man's hands clench into fists
965,let the polar bear raise its claws
966,remove the emblem from the left hand
967,let the baby raise his arms
968,have the dog raise its front paws
969,let the girl stretch her arms
970,the woman put down her right hand
971,the left hand glove turns black
972,have the dog perk up its ears
973,only the index finger of the right hand is raised
974,have the ducks press their wings together
975,the right hand of the woman in black is behind the other woman
976,have the girl open her mouth and smile
977,let the girl turn her head
978,have the girl move her hands
979,let the dog raise its head
980,have the orangutan raise its arms
981,both hands are parallel to the railing and leaning on it
982,have the girl stand on tiptoes
983,let the panda raise its claws
984,have the girl raise her hand (noted three times for emphasis)
985,let the cat stick out its paws
986,woman raised her right hand
987,let the polar bear raise its paws
988,open your hands wider
989,have the girl move her arms
990,"there are 3 blueberries outside the plate, which becomes 1"
991,have the girl raise one arm
992,remove the boy's right hand
993,have the bear raise its paws
994,let the boy stroke the dog's back with his hand
995,the girl's hands are stretched towards the sky
996,have the man move his arms
997,the woman made a gesture of invitation
998,change the mop head from pointing to the left of the person to pointing to the right
999,the little girl made a scissors hand gesture
1000,have the girl move one arm
1001,let the boy bend his legs and jump
1002,the boy is wearing a brown blanket and holding it with one hand
1003,let the girl raise her arm
1004,have the swan straighten its neck
1005,let the little girl stand with legs straight
1006,the girl stretched her right hand behind her
1007,right hand palm facing inward
1008,the swan is pointing its head forward instead of backward
1009,straighten the girl's bent legs
1010,stretch out your right hand
1011,put your left hand down
1012,put your left hand down
1013,tall giraffe sticking its head out to graze
1014,the child raised his left hand to his chest
1015,remove the woman on the far side
1016,the next second you swing a baseball bat
1017,the girl's two hands together
1018,panda stretches its head straight
1019,turning a glass full of red wine from 2 glasses to a glass
1020,the man is holding a camera with one hand in his right hand
1021,the girl dropped her left hand
1022,the right hand goes further forward
1023,the next second the boy moved forward
1024,the parrot spreads its right wing
1025,replace it with an asian face
1026,a beautiful woman with her arms crossed
1027,"fists clenched, roses tugged"
1028,monkey raised his left hand
1029,the man's right hand points away
1030,only one of the three red knitted items remains
1031,the boy changed from holding a baseball bat to holding a black pole on the ground in front of him to his right
1032,hands against the back of the thighs
1033,the pilot held out his left hand in greeting
